#bait_chr,bait_start,bait_stop	PIR_chr,PIR_start,PIR_stop
chr1,100105296,100123456	chr1,99701576,99706537
chr1,113246774,113258924	chr1,113585316,113597133
chr1,113246774,113258924	chr1,113597134,113600148
chr1,113246774,113258924	chr1,113620259,113636650
chr1,113246774,113258924	chr1,113636651,113639934
chr1,113262148,113272191	chr1,113585316,113597133
chr1,113497239,113505522	chr1,113342178,113350312
chr1,113497239,113505522	chr1,113350313,113354576
chr1,113497239,113505522	chr1,113570273,113573302
chr1,113497239,113505522	chr1,113585316,113597133
chr1,113600149,113620258	chr1,113258925,113260199
chr1,113600149,113620258	chr1,113260200,113262147
chr1,113600149,113620258	chr1,113350313,113354576
chr1,113931665,113934630	chr1,113667988,113669247
chr1,113931665,113934630	chr1,113669500,113678232
chr1,113931665,113934630	chr1,113678233,113689316
chr1,113931665,113934630	chr1,114243079,114249752
chr1,113931665,113934630	chr1,16779439,16787862
chr1,114296018,114309992	chr1,115043929,115047905
chr1,114296018,114309992	chr1,145001023,145003520
chr1,114352796,114357761	chr1,114805386,114812631
chr1,114429479,114430545	chr1,114426773,114429197
chr1,114429479,114430545	chr1,114814504,114823081
chr1,114470859,114473031	chr1,114871213,114880893
chr1,114470859,114473031	chr1,114884174,114893903
chr1,114470859,114473031	chr1,114998123,115005432
chr1,114520685,114523760	chr1,114565943,114576448
chr1,114520685,114523760	chr1,114748957,114754885
chr1,114520685,114523760	chr1,114769725,114773762
chr1,114520685,114523760	chr1,114814504,114823081
chr1,114520685,114523760	chr1,114823082,114827594
chr1,114520685,114523760	chr1,114827595,114830614
chr1,114520685,114523760	chr1,114832962,114841561
chr1,114520685,114523760	chr1,114871213,114880893
chr1,114520685,114523760	chr1,114880894,114884173
chr1,114520685,114523760	chr1,114894122,114896278
chr1,114520685,114523760	chr1,114896279,114901538
chr1,114520685,114523760	chr1,114919946,114927851
chr1,114520685,114523760	chr1,114976334,114987295
chr1,114520685,114523760	chr1,145057443,145062795
chr1,114693170,114697537	chr1,114476152,114489296
chr1,114693170,114697537	chr1,114519705,114520684
chr1,114693170,114697537	chr1,114537829,114546450
chr1,114693170,114697537	chr1,114823082,114827594
chr1,114693170,114697537	chr1,145038614,145040559
chr1,115051914,115054660	chr1,115013502,115031061
chr1,115116274,115125080	chr1,114894122,114896278
chr1,115116274,115125080	chr1,114942170,114947711
chr1,115209974,115216787	chr1,114658456,114678803
chr1,115209974,115216787	chr1,114896279,114901538
chr1,115258854,115262604	chr1,115641031,115647618
chr1,11529624,11539306	chr1,11125912,11130673
chr1,11529624,11539306	chr1,11287969,11300927
chr1,11529624,11539306	chr1,11351074,11354745
chr1,11529624,11539306	chr1,11359340,11377336
chr1,11529624,11539306	chr1,11386915,11388776
chr1,11529624,11539306	chr1,11393183,11400742
chr1,11529624,11539306	chr1,11632467,11645736
chr1,11529624,11539306	chr1,11645737,11654458
chr1,11529624,11539306	chr1,11669597,11678083
chr1,11529624,11539306	chr1,11679034,11680689
chr1,11529624,11539306	chr1,11687334,11697082
chr1,11529624,11539306	chr1,11700089,11700881
chr1,11529624,11539306	chr1,11700882,11704791
chr1,115298294,115301989	chr1,114565943,114576448
chr1,115320764,115324429	chr1,115013502,115031061
chr1,115394434,115400195	chr1,114823082,114827594
chr1,115566981,115582202	chr1,116011152,116017057
chr1,115566981,115582202	chr1,116137006,116142257
chr1,115624407,115634633	chr1,114894122,114896278
chr1,115624407,115634633	chr1,116028126,116033059
chr1,115624407,115634633	chr1,144996456,144999083
chr1,115821213,115829747	chr1,115997564,116006246
chr1,115821213,115829747	chr1,116008668,116011151
chr1,115821213,115829747	chr1,116011152,116017057
chr1,115821213,115829747	chr1,116137006,116142257
chr1,1160798,1206873	chr1,1064245,1069045
chr1,1160798,1206873	chr1,1069046,1083958
chr1,1160798,1206873	chr1,1305519,1307830
chr1,116152799,116164974	chr1,115701029,115701537
chr1,116152799,116164974	chr1,115808102,115814651
chr1,116183788,116185504	chr1,116080435,116088418
chr1,116183788,116185504	chr1,116164975,116168278
chr1,116384747,116387566	chr1,116493013,116498241
chr1,116384747,116387566	chr1,116665959,116673355
chr1,116513092,116520426	chr1,112943865,112950344
chr1,116513092,116520426	chr1,116185505,116190053
chr1,116513092,116520426	chr1,116314589,116315643
chr1,116513092,116520426	chr1,116376056,116384746
chr1,116513092,116520426	chr1,116665959,116673355
chr1,116513092,116520426	chr1,117035585,117039226
chr1,116556336,116564878	chr1,116288221,116294570
chr1,116556336,116564878	chr1,116314589,116315643
chr1,116556336,116564878	chr1,116341839,116345157
chr1,116556336,116564878	chr1,116357848,116364633
chr1,116556336,116564878	chr1,117035585,117039226
chr1,116556336,116564878	chr1,90877472,90881066
chr1,116653135,116655676	chr1,117005321,117010440
chr1,116653135,116655676	chr1,117010441,117018599
chr1,116653135,116655676	chr1,117026177,117026503
chr1,116653135,116655676	chr1,117026504,117030804
chr1,116653135,116655676	chr1,117035585,117039226
chr1,116653135,116655676	chr1,117039227,117040602
chr1,116653135,116655676	chr1,117040603,117059325
chr1,116914319,116919284	chr1,116665959,116673355
chr1,116960374,116961849	chr1,116649651,116653134
chr1,116960374,116961849	chr1,116665959,116673355
chr1,116960374,116961849	chr1,116709625,116716442
chr1,11705329,11717347	chr1,11322700,11325886
chr1,11705329,11717347	chr1,11406348,11417835
chr1,11705329,11717347	chr1,11783390,11793488
chr1,117109278,117115886	chr1,117415238,117420724
chr1,117109278,117115886	chr1,117568819,117577735
chr1,117109278,117115886	chr1,117609860,117616219
chr1,117109278,117115886	chr1,117677760,117686379
chr1,117109278,117115886	chr1,175808465,175821964
chr1,117208345,117212041	chr1,117371750,117384863
chr1,117208345,117212041	chr1,117553620,117564554
chr1,117208345,117212041	chr1,117578657,117583612
chr1,117208345,117212041	chr1,117583613,117594171
chr1,117208345,117212041	chr1,117594172,117600461
chr1,117208345,117212041	chr1,117616220,117617046
chr1,117208345,117212041	chr1,120225601,120230446
chr1,117208345,117212041	chr1,145072648,145074316
chr1,117212042,117217406	chr1,116709625,116716442
chr1,117212042,117217406	chr1,117356852,117369689
chr1,117212042,117217406	chr1,117519246,117540374
chr1,117212042,117217406	chr1,117623430,117628403
chr1,117212042,117217406	chr1,145006593,145020089
chr1,117222261,117237378	chr1,117553620,117564554
chr1,117222261,117237378	chr1,117564555,117568385
chr1,117222261,117237378	chr1,117577736,117578656
chr1,117222261,117237378	chr1,117583613,117594171
chr1,117222261,117237378	chr1,145077349,145079961
chr1,117222261,117237378	chr1,44265825,44279415
chr1,11722754,11727775	chr1,11327981,11338704
chr1,11722754,11727775	chr1,11783390,11793488
chr1,117292351,117299605	chr1,117415238,117420724
chr1,117292351,117299605	chr1,117544806,117546342
chr1,117292351,117299605	chr1,117550553,117553619
chr1,117292351,117299605	chr1,117583613,117594171
chr1,117292351,117299605	chr1,117594172,117600461
chr1,117292351,117299605	chr1,117935513,117938676
chr1,117446540,117450073	chr1,117120894,117127243
chr1,117446540,117450073	chr1,117269244,117272888
chr1,117446540,117450073	chr1,117287620,117290799
chr1,117446540,117450073	chr1,117583613,117594171
chr1,117450148,117454207	chr1,117116258,117120893
chr1,117450148,117454207	chr1,117120894,117127243
chr1,117450148,117454207	chr1,117259997,117266497
chr1,117450148,117454207	chr1,117277843,117286044
chr1,117450148,117454207	chr1,117287620,117290799
chr1,117450148,117454207	chr1,117356852,117369689
chr1,117450148,117454207	chr1,117583613,117594171
chr1,117450148,117454207	chr1,145040560,145043288
chr1,117450148,117454207	chr1,145065969,145072647
chr1,11750936,11763560	chr1,11287969,11300927
chr1,11750936,11763560	chr1,11406348,11417835
chr1,11750936,11763560	chr1,11783390,11793488
chr1,11750936,11763560	chr1,11830116,11832760
chr1,117542531,117544805	chr1,117081108,117090913
chr1,117542531,117544805	chr1,117116258,117120893
chr1,117542531,117544805	chr1,117120894,117127243
chr1,117542531,117544805	chr1,117266498,117269243
chr1,117542531,117544805	chr1,117269244,117272888
chr1,117542531,117544805	chr1,117277843,117286044
chr1,117542531,117544805	chr1,117286045,117287619
chr1,117600462,117602628	chr1,117096458,117103610
chr1,117600462,117602628	chr1,117116258,117120893
chr1,117600462,117602628	chr1,117120894,117127243
chr1,117600462,117602628	chr1,117247065,117252902
chr1,117600462,117602628	chr1,117266498,117269243
chr1,117600462,117602628	chr1,117269244,117272888
chr1,117600462,117602628	chr1,117277843,117286044
chr1,117600462,117602628	chr1,117287620,117290799
chr1,117600462,117602628	chr1,117371750,117384863
chr1,117600462,117602628	chr1,118042636,118051603
chr1,117600462,117602628	chr1,118210053,118215692
chr1,117600462,117602628	chr1,145025986,145035496
chr1,117637164,117639155	chr1,117277843,117286044
chr1,117637164,117639155	chr1,117819325,117828070
chr1,117662394,117665616	chr1,117811929,117815877
chr1,117662394,117665616	chr1,117815878,117819324
chr1,117662394,117665616	chr1,117819325,117828070
chr1,117662394,117665616	chr1,117835696,117838155
chr1,117662394,117665616	chr1,117838156,117857390
chr1,117662394,117665616	chr1,117912116,117914246
chr1,117662394,117665616	chr1,144985198,144990021
chr1,117749676,117753748	chr1,117081108,117090913
chr1,117749676,117753748	chr1,117239826,117241134
chr1,117749676,117753748	chr1,118053688,118067182
chr1,117749676,117753748	chr1,118293769,118296800
chr1,117749676,117753748	chr1,118408027,118411393
chr1,117904560,117911575	chr1,117658710,117662393
chr1,117904560,117911575	chr1,117666035,117667898
chr1,117904560,117911575	chr1,145040560,145043288
chr1,118143091,118150054	chr1,118298048,118303655
chr1,118143091,118150054	chr1,144996456,144999083
chr1,11820484,11826131	chr1,11300928,11303008
chr1,11820484,11826131	chr1,11632467,11645736
chr1,118224805,118232909	chr1,117677760,117686379
chr1,118224805,118232909	chr1,117806064,117811928
chr1,118224805,118232909	chr1,118077285,118082739
chr1,11837145,11851241	chr1,11735966,11750935
chr1,118471117,118475286	chr1,119034524,119036449
chr1,118471117,118475286	chr1,119480918,119487439
chr1,118471117,118475286	chr1,119538392,119540235
chr1,118471117,118475286	chr1,119894541,119896940
chr1,118471117,118475286	chr1,119913278,119917958
chr1,11879068,11884142	chr1,11191197,11192175
chr1,11879068,11884142	chr1,11287969,11300927
chr1,11879068,11884142	chr1,11873325,11878706
chr1,11879068,11884142	chr1,11948873,11953287
chr1,11879068,11884142	chr1,12053161,12065738
chr1,11879068,11884142	chr1,12080398,12086799
chr1,11879068,11884142	chr1,12092002,12097793
chr1,11917524,11920807	chr1,11406348,11417835
chr1,11917524,11920807	chr1,11873325,11878706
chr1,11917524,11920807	chr1,11931995,11936561
chr1,11917524,11920807	chr1,15979610,15981315
chr1,119529348,119533003	chr1,118617813,118631866
chr1,119529348,119533003	chr1,118673000,118678436
chr1,119529348,119533003	chr1,118740434,118747851
chr1,119529348,119533003	chr1,118763503,118767424
chr1,119529348,119533003	chr1,118803555,118807148
chr1,119529348,119533003	chr1,118865110,118868076
chr1,11953288,11974191	chr1,11783390,11793488
chr1,11953288,11974191	chr1,45187655,45192041
chr1,119801290,119817300	chr1,117912116,117914246
chr1,119801290,119817300	chr1,145038614,145040559
chr1,11980154,11990122	chr1,11393183,11400742
chr1,11980154,11990122	chr1,16570149,16572293
chr1,11980154,11990122	chr1,16818353,16826203
chr1,11980154,11990122	chr1,16936693,16943385
chr1,119873969,119878662	chr1,119521686,119529347
chr1,119873969,119878662	chr1,145006593,145020089
chr1,119873969,119878662	chr1,145038614,145040559
chr1,11990123,12006954	chr1,12053161,12065738
chr1,11990123,12006954	chr1,12303698,12317592
chr1,11990123,12006954	chr1,16794309,16799861
chr1,11990123,12006954	chr1,16943544,16944602
chr1,119907842,119911992	chr1,119817301,119821703
chr1,119907842,119911992	chr1,119821704,119823168
chr1,119907842,119911992	chr1,119827974,119834098
chr1,119907842,119911992	chr1,144990022,144993387
chr1,119907842,119911992	chr1,145065047,145065968
chr1,119907842,119911992	chr1,145077349,145079961
chr1,119955700,119958494	chr1,116211960,116215002
chr1,119955700,119958494	chr1,119577345,119580309
chr1,119955700,119958494	chr1,119959156,119964599
chr1,120187206,120194235	chr1,115171631,115185136
chr1,120187206,120194235	chr1,117104435,117109277
chr1,120187206,120194235	chr1,119821704,119823168
chr1,120187206,120194235	chr1,119843227,119845419
chr1,120187206,120194235	chr1,119845420,119850743
chr1,120187206,120194235	chr1,120005445,120009634
chr1,120187206,120194235	chr1,120212095,120216541
chr1,120187206,120194235	chr1,120225601,120230446
chr1,120187206,120194235	chr1,120253650,120256874
chr1,120187206,120194235	chr1,120286423,120291442
chr1,120187206,120194235	chr1,120293008,120301820
chr1,120187206,120194235	chr1,120502852,120511479
chr1,120187206,120194235	chr1,144870825,144873848
chr1,120187206,120194235	chr1,144873849,144874696
chr1,120187206,120194235	chr1,144886707,144888103
chr1,120187206,120194235	chr1,144888104,144890604
chr1,120187206,120194235	chr1,144907917,144908729
chr1,120187206,120194235	chr1,144918370,144919188
chr1,120187206,120194235	chr1,144919189,144922226
chr1,120187206,120194235	chr1,144936267,144938609
chr1,120187206,120194235	chr1,144985198,144990021
chr1,120187206,120194235	chr1,144993388,144995450
chr1,120187206,120194235	chr1,144995451,144996455
chr1,120187206,120194235	chr1,145003521,145006592
chr1,120187206,120194235	chr1,145021291,145023336
chr1,120187206,120194235	chr1,145023337,145025985
chr1,120187206,120194235	chr1,145025986,145035496
chr1,120187206,120194235	chr1,145038614,145040559
chr1,120187206,120194235	chr1,145040560,145043288
chr1,120187206,120194235	chr1,145057443,145062795
chr1,120187206,120194235	chr1,145065047,145065968
chr1,120187206,120194235	chr1,145072648,145074316
chr1,120187206,120194235	chr1,145079962,145088912
chr1,120187206,120194235	chr1,145088913,145090034
chr1,120187206,120194235	chr1,145092710,145095230
chr1,120187206,120194235	chr1,145095231,145097411
chr1,120187206,120194235	chr1,145107186,145115010
chr1,120198229,120204300	chr1,119927568,119934970
chr1,120198229,120204300	chr1,119988898,119998681
chr1,120198229,120204300	chr1,120158242,120169204
chr1,120198229,120204300	chr1,120179589,120187205
chr1,120198229,120204300	chr1,120253650,120256874
chr1,120198229,120204300	chr1,120258210,120266448
chr1,120198229,120204300	chr1,144532064,144535074
chr1,120198229,120204300	chr1,144873849,144874696
chr1,120198229,120204300	chr1,144931730,144936266
chr1,120198229,120204300	chr1,144985198,144990021
chr1,120198229,120204300	chr1,144990022,144993387
chr1,120198229,120204300	chr1,145001023,145003520
chr1,120198229,120204300	chr1,145006593,145020089
chr1,120198229,120204300	chr1,145020090,145021290
chr1,120198229,120204300	chr1,145038225,145038613
chr1,120198229,120204300	chr1,145038614,145040559
chr1,120198229,120204300	chr1,145040560,145043288
chr1,120198229,120204300	chr1,145065047,145065968
chr1,120198229,120204300	chr1,145072648,145074316
chr1,120198229,120204300	chr1,145077349,145079961
chr1,120198229,120204300	chr1,145088913,145090034
chr1,120198229,120204300	chr1,97202927,97207385
chr1,120309927,120314091	chr1,120049809,120050565
chr1,120309927,120314091	chr1,120253650,120256874
chr1,120309927,120314091	chr1,120305327,120309393
chr1,120309927,120314091	chr1,120316877,120327227
chr1,120309927,120314091	chr1,144874697,144880977
chr1,120309927,120314091	chr1,144880978,144886706
chr1,120309927,120314091	chr1,144890605,144897948
chr1,120309927,120314091	chr1,144919189,144922226
chr1,120309927,120314091	chr1,144922227,144931729
chr1,120309927,120314091	chr1,144936267,144938609
chr1,120309927,120314091	chr1,144996456,144999083
chr1,120309927,120314091	chr1,144999084,145000514
chr1,120309927,120314091	chr1,145001023,145003520
chr1,120309927,120314091	chr1,145021291,145023336
chr1,120309927,120314091	chr1,145023337,145025985
chr1,120309927,120314091	chr1,145025986,145035496
chr1,120309927,120314091	chr1,145038614,145040559
chr1,120309927,120314091	chr1,145040560,145043288
chr1,120309927,120314091	chr1,145051577,145057442
chr1,120309927,120314091	chr1,145057443,145062795
chr1,120309927,120314091	chr1,145062796,145065046
chr1,120309927,120314091	chr1,145065047,145065968
chr1,120309927,120314091	chr1,145065969,145072647
chr1,120309927,120314091	chr1,145077349,145079961
chr1,120309927,120314091	chr1,145079962,145088912
chr1,120309927,120314091	chr1,145090035,145092709
chr1,120309927,120314091	chr1,145095231,145097411
chr1,120309927,120314091	chr1,145115011,145116060
chr1,12034073,12041913	chr1,11872490,11873324
