PIR	SIZE	RNA_OVERLAP	promoter_genes	TPMs	ENCODE_merged
10_105169179_105172661	3482	noRNA	MIR1307;PDCD11;USMG5;CALHM2;RP11-225H22.4;CALHM1;NEURL1	NA;62.022887;359.52441;1.98250668107;NA;0.158235;0.6275675	0
10_105172662_105175375	2713	noRNA	RNU11-3P;NEURL1	NA;0.6275675	0
10_105175609_105183418	7809	noRNA	RNU11-3P;MIR1307;PDCD11;USMG5;CALHM2;RP11-225H22.4;CALHM1;NEURL1	NA;NA;62.022887;359.52441;1.98250668107;NA;0.158235;0.6275675	1
10_105183419_105184225	806	noRNA	AS3MT;RNU6-372P;CALHM2;RP11-225H22.4;CALHM1	16.60583;NA;1.98250668107;NA;0.158235	0
10_105184226_105192649	8423	noRNA	MIR1307;PDCD11;USMG5;C10orf62;HOGA1;PI4K2A	NA;62.022887;359.52441;0.0285531;0.4941181;18.1452	0
10_105193885_105194563	678	noRNA	CALHM3	0.165156	0
10_105230974_105235231	4257	noRNA	CALHM2;RP11-225H22.4	1.98250668107;NA	0
10_105307988_105309262	1274	RNA	NEURL1	0.6275675	0
10_105337039_105342452	5413	RNA	MIR1307;PDCD11;USMG5;NEURL1	NA;62.022887;359.52441;0.6275675	1
10_105342453_105348925	6472	noRNA	SH3PXD2A;OBFC1	6.16183;9.55791	0
10_105348926_105365109	16183	RNA	SH3PXD2A;MIR609	6.16183;NA	1
10_105365110_105369570	4460	RNA	SH3PXD2A	6.16183	1
10_105377403_105384419	7016	RNA	SH3PXD2A	6.16183	0
10_105384420_105393638	9218	RNA	NEURL1	0.6275675	0
10_105393639_105402618	8979	RNA	CALHM1;NEURL1;SH3PXD2A;OBFC1;SLK	0.158235;0.6275675;6.16183;9.55791;14.15584	0
10_105402619_105403560	941	noRNA	SH3PXD2A	6.16183	0
10_105438253_105444069	5816	RNA	SH3PXD2A	6.16183	1
10_105444070_105445961	1891	RNA	SH3PXD2A	6.16183	0
10_105445962_105449762	3800	RNA	SH3PXD2A	6.16183	1
10_105451214_105455689	4475	RNA	SH3PXD2A	6.16183	0
10_105455690_105462133	6443	RNA	SH3PXD2A	6.16183	1
10_105462134_105465997	3863	noRNA	SH3PXD2A	6.16183	1
10_105465998_105469402	3404	noRNA	SH3PXD2A	6.16183	1
10_105469403_105478188	8785	RNA	SH3PXD2A;OBFC1;SLK;COL17A1	6.16183;9.55791;14.15584;1.601832	1
10_105478189_105483016	4827	RNA	SH3PXD2A	6.16183	1
10_105483017_105494545	11528	RNA	SH3PXD2A	6.16183	0
10_105496872_105500056	3184	RNA	SH3PXD2A	6.16183	1
10_105500874_105506762	5888	RNA	SH3PXD2A	6.16183	1
10_105509222_105513882	4660	RNA	SH3PXD2A;SLK	6.16183;14.15584	1
10_105513883_105517424	3541	RNA	SH3PXD2A;TDRD1	6.16183;0.0543103	0
10_105517425_105532567	15142	RNA	SH3PXD2A	6.16183	1
10_105532568_105541613	9045	RNA	SH3PXD2A	6.16183	1
10_105560336_105574468	14132	noRNA	SH3PXD2A	6.16183	1
10_105584717_105596555	11838	RNA	SH3PXD2A	6.16183	0
10_105597280_105600864	3584	noRNA	SH3PXD2A	6.16183	0
10_10559739_10561430	1691	noRNA	CELF2-AS2	NA	0
10_105603344_105614421	11077	noRNA	NEURL1;IFIT3	0.6275675;0.364156	1
10_105642027_105644969	2942	noRNA	GSTO2;MIR4482-1	5.032412;NA	1
10_105644970_105650844	5874	noRNA	MIR609	NA	1
10_105655156_105662521	7365	RNA	MIR609;GSTO2;MIR4482-1	NA;5.032412;NA	0
10_105664006_105667557	3551	noRNA	MIR936	NA	0
10_105699330_105711787	12457	noRNA	SFR1	9.016926	0
10_105711788_105717233	5445	noRNA	GSTO2;MIR4482-1	5.032412;NA	0
10_105718194_105723733	5539	noRNA	MIR609	NA	0
10_105748169_105749656	1487	noRNA	MIR609	NA	0
10_105776154_105781502	5348	noRNA	MIR609	NA	0
10_105788769_105792772	4003	noRNA	GSTO2;MIR4482-1	5.032412;NA	0
10_105793334_105803866	10532	RNA	GSTO2;MIR4482-1	5.032412;NA	0
10_105812245_105816000	3755	RNA	MIR609	NA	0
10_105816001_105819201	3200	noRNA	SLK;MIR609	14.15584;NA	1
10_105822638_105826227	3589	noRNA	GSTO2;MIR4482-1	5.032412;NA	0
10_105837898_105844380	6482	noRNA	MIR609	NA	1
10_105845807_105850811	5004	RNA	SFR1	9.016926	0
10_105899978_105902025	2047	noRNA	SLK	14.15584	0
10_105963746_105972980	9234	RNA	SLK;MIR936	14.15584;NA	1
10_105976349_105977669	1320	noRNA	MIR609	NA	0
10_105982165_105985481	3316	RNA	OBFC1;MIR936;MIR609	9.55791;NA;NA	0
10_106002337_106004635	2298	noRNA	OLAH	0.1564303	0
10_106004636_106008087	3451	noRNA	SLK	14.15584	0
10_106008088_106009677	1589	noRNA	SLK	14.15584	0
10_106013128_106014156	1028	noRNA	MIR936	NA	0
10_106014157_106016359	2202	RNA	SH3PXD2A	6.16183	0
10_106020973_106022754	1781	noRNA	GSTO2;MIR4482-1	5.032412;NA	0
10_106025695_106027835	2140	RNA	SLK	14.15584	0
10_106081163_106090316	9153	RNA	SLK	14.15584	0
10_106090488_106095511	5023	RNA	OBFC1	9.55791	0
10_106137078_106146284	9206	RNA	MIR936	NA	0
10_106153564_106158963	5399	noRNA	MIR936	NA	0
10_106202795_106211288	8493	noRNA	MIR609	NA	0
10_106321107_106331080	9973	RNA	LDB3	0.6933753	0
10_106345229_106347538	2309	noRNA	snoU13	NA	0
10_106355037_106364948	9911	RNA	snoU13	NA	0
10_106371675_106380761	9086	RNA	OBFC1;snoU13	9.55791;NA	1
10_106380936_106392474	11538	noRNA	CCDC147-AS1;CCDC147;snoU13	NA;NA;NA	1
10_106401456_106405739	4283	RNA	RNU6-463P	NA	1
10_106536615_106544244	7629	RNA	RP11-313D6.3	NA	1
10_106829192_106843724	14532	RNA	RNU6-463P	NA	1
10_106904571_106905454	883	noRNA	COL17A1	1.601832	0
10_106911362_106921463	10101	noRNA	SORCS3	0.0362267	0
10_107011524_107019109	7585	RNA	SORCS3	0.0362267	0
10_107416074_107419107	3033	noRNA	CCDC147-AS1;CCDC147	NA;NA	0
10_107667655_107677099	9444	RNA	VWA2	0.4450794	0
10_108043673_108049648	5975	noRNA	IFIT3	0.364156	0
10_108370172_108370972	800	noRNA	SLC16A12	0.356546	0
10_108463463_108466324	2861	noRNA	SORCS1	0.66663700314651	1
10_108466478_108468284	1806	noRNA	SORCS1	0.66663700314651	0
10_108555075_108556078	1003	noRNA	SORCS1	0.66663700314651	1
10_109289106_109294961	5855	noRNA	RP11-313D6.3	NA	0
10_109670455_109673841	3386	RNA	C10orf118;MIR2110	NA;NA	0
10_109887220_109892576	5356	noRNA	DYDC2	4.52260270298	0
10_110693700_110705696	11996	RNA	XPNPEP1	48.793296	0
10_110811998_110816173	4175	noRNA	STAMBPL1	3.0979212	0
10_111469602_111474085	4483	noRNA	RNU6-839P	NA	0
10_111600267_111606575	6308	RNA	RNU6-839P	NA	0
10_111641739_111651062	9323	RNA	RP11-451M19.3;MXI1;RP11-549L6.3	NA;13.547953;NA	1
10_111666499_111671305	4806	RNA	RP11-137H2.4;SH2D4B	NA;0.0466099	0
10_111758721_111765890	7169	RNA	PDCD4-AS1;PDCD4	NA;13.875909	0
10_111865464_111877336	11872	noRNA	BBIP1;SHOC2	19.9418470367924;15.252991	0
10_111898793_111904254	5461	RNA	MXI1;RP11-549L6.3	13.547953;NA	0
10_111907814_111918702	10888	RNA	SMC3	80.277624	0
10_111920378_111923571	3193	RNA	SMNDC1	52.134916	1
10_111982615_111987272	4657	RNA	ADD3	63.132123	1
10_111989409_111993940	4531	noRNA	PDZD8	14.556641	0
10_112026641_112034960	8319	RNA	snoU13	NA	0
10_112040674_112044473	3799	noRNA	SMC3	80.277624	0
10_112046833_112050578	3745	noRNA	ADD3;DUSP5;RP11-525A16.4;SMC3	63.132123;12.786;NA;80.277624	0
10_112053435_112055093	1658	noRNA	AL355512.1;snoU13	NA;NA	0
10_112056662_112061090	4428	noRNA	DUSP5;RP11-525A16.4;SMC3	12.786;NA;80.277624	0
10_11206417_11210278	3861	noRNA	ITIH5	2.2685571	1
10_112067986_112077376	9390	noRNA	DUSP5;RP11-525A16.4;SMC3;snoU13	12.786;NA;80.277624;NA	1
10_112077377_112078636	1259	noRNA	SMC3;snoU13	80.277624;NA	0
10_112080596_112083032	2436	noRNA	DUSP5;RP11-525A16.4;snoU13	12.786;NA;NA	0
10_112083033_112086002	2969	noRNA	DUSP5;RP11-525A16.4	12.786;NA	0
10_112088298_112092273	3975	noRNA	DUSP5;RP11-525A16.4;SMC3	12.786;NA;80.277624	0
10_112098650_112100579	1929	noRNA	SMC3	80.277624	0
10_112105170_112106744	1574	noRNA	DUSP5;RP11-525A16.4	12.786;NA	0
10_112110355_112111867	1512	noRNA	DUSP5;RP11-525A16.4	12.786;NA	0
10_112111868_112115823	3955	RNA	DUSP5;RP11-525A16.4	12.786;NA	1
10_112115824_112121155	5331	noRNA	DUSP5;RP11-525A16.4;RBM20;Y_RNA	12.786;NA;2.883925;NA	0
10_112121332_112125474	4142	noRNA	DUSP5;RP11-525A16.4;SMC3	12.786;NA;80.277624	0
10_112125475_112128574	3099	noRNA	AL355512.1;DUSP5;RP11-525A16.4	NA;12.786;NA	0
10_112175973_112190479	14506	RNA	AL355512.1	NA	0
10_112190480_112192262	1782	noRNA	AL355512.1;snoU13	NA;NA	0
10_112210178_112225469	15291	RNA	AL355512.1;RP11-324O2.6	NA;NA	0
10_112239451_112248522	9071	RNA	PDCD4-AS1;PDCD4	NA;13.875909	1
10_112248523_112254155	5632	noRNA	SMNDC1	52.134916	0
10_112271680_112279071	7391	RNA	SMNDC1	52.134916	0
10_112279483_112292034	12551	RNA	SMNDC1	52.134916	0
10_112292035_112297340	5305	noRNA	SMNDC1	52.134916	1
10_112297341_112299315	1974	noRNA	SMNDC1	52.134916	0
10_112301077_112304317	3240	noRNA	SMNDC1	52.134916	0
10_112308443_112310469	2026	RNA	SMNDC1	52.134916	0
10_112310470_112320679	10209	noRNA	SMNDC1;DUSP5;RP11-525A16.4	52.134916;12.786;NA	1
10_112325162_112325767	605	noRNA	SMNDC1	52.134916	0
10_112326776_112327255	479	noRNA	SMNDC1	52.134916	0
10_112329437_112331270	1833	noRNA	SMNDC1	52.134916	0
10_112343409_112350335	6926	noRNA	SMNDC1	52.134916	0
10_112350336_112352880	2544	noRNA	SMNDC1	52.134916	0
10_112352881_112354476	1595	noRNA	SMNDC1	52.134916	0
10_112354477_112357710	3233	noRNA	SMNDC1;DUSP5;RP11-525A16.4	52.134916;12.786;NA	0
10_112357711_112359438	1727	noRNA	SMNDC1	52.134916	0
10_112359439_112360413	974	noRNA	MXI1;RP11-549L6.3;SMNDC1	13.547953;NA;52.134916	1
10_112360414_112361979	1565	noRNA	SMNDC1;RP11-313D6.3	52.134916;NA	1
10_112361980_112383053	21073	RNA	SMNDC1	52.134916	1
10_112383054_112394780	11726	noRNA	SMNDC1	52.134916	0
10_112409317_112418937	9620	noRNA	BBIP1;SHOC2	19.9418470367924;15.252991	0
10_112424845_112432534	7689	RNA	SMNDC1	52.134916	1
10_112466350_112471749	5399	noRNA	SMNDC1	52.134916	0
10_112484993_112488545	3552	noRNA	SMNDC1	52.134916	0
10_112490338_112492867	2529	noRNA	SMNDC1	52.134916	0
10_112617467_112618310	843	noRNA	SMNDC1	52.134916	0
10_112647529_112655984	8455	RNA	RBM20;Y_RNA	2.883925;NA	1
10_11306784_11317623	10839	noRNA	NA	NA	1
10_113199591_113206918	7327	noRNA	RNU6-709P	NA	0
10_113484053_113489181	5128	noRNA	ADRA2A	0.993866	1
10_114054783_114059035	4252	noRNA	BBIP1;SHOC2	19.9418470367924;15.252991	0
10_114075827_114080764	4937	RNA	RP11-313D6.3	NA	0
10_114163586_114165031	1445	RNA	HABP2	0.033964800156549	0
10_114237706_114240861	3155	noRNA	RP11-57H14.2;TCF7L2	NA;27.0712400029453	0
10_114284708_114286433	1725	noRNA	RP11-57H14.2;TCF7L2	NA;27.0712400029453	0
10_114287327_114290272	2945	noRNA	RNU7-165P	NA	0
10_114291757_114293853	2096	noRNA	RNU7-165P	NA	0
10_114317483_114320281	2798	noRNA	RP11-57H14.2;TCF7L2;HABP2	NA;27.0712400029453;0.033964800156549	1
10_114320282_114323958	3676	noRNA	RP11-57H14.2;TCF7L2	NA;27.0712400029453	0
10_114327765_114332059	4294	noRNA	RP11-57H14.2;TCF7L2;RNU7-165P	NA;27.0712400029453;NA	0
10_114332060_114333701	1641	noRNA	RP11-57H14.2;TCF7L2	NA;27.0712400029453	0
10_114333702_114337139	3437	RNA	RP11-57H14.2;TCF7L2;NRAP	NA;27.0712400029453;0	0
10_114371299_114374317	3018	noRNA	RP11-57H14.2;TCF7L2	NA;27.0712400029453	0
10_114415661_114431199	15538	RNA	RNU7-165P	NA	0
10_114445681_114454062	8381	noRNA	RP11-57H14.2;TCF7L2	NA;27.0712400029453	1
10_114454224_114463693	9469	noRNA	AL355512.1	NA	0
10_114490910_114498525	7615	RNA	FFAR4	0.164154000213455	0
10_114510341_114519340	8999	noRNA	DUSP5;RP11-525A16.4	12.786;NA	0
10_11451132_11461491	10359	noRNA	ECHDC3	0.241027	1
10_114522200_114534724	12524	RNA	RP11-57H14.2;TCF7L2	NA;27.0712400029453	1
10_114566838_114572253	5415	noRNA	RP11-57H14.2;TCF7L2	NA;27.0712400029453	0
10_114572425_114576475	4050	RNA	RP11-57H14.2;TCF7L2	NA;27.0712400029453	0
10_114576476_114594457	17981	RNA	GSTO2;MIR4482-1;RP11-57H14.2;TCF7L2;HABP2	5.032412;NA;NA;27.0712400029453;0.033964800156549	0
10_114594458_114603583	9125	RNA	DUSP5;RP11-525A16.4	12.786;NA	0
10_11471329_11477871	6542	RNA	ECHDC3	0.241027	1
10_114789179_114794958	5779	noRNA	HABP2	0.033964800156549	0
10_11480985_11489555	8570	RNA	PROSER2-AS1	NA	0
10_114826355_114831161	4806	RNA	RP11-25C19.3	NA	0
10_114877764_114881773	4009	noRNA	RP11-25C19.3	NA	0
10_114884557_114887297	2740	noRNA	RP11-57H14.2;TCF7L2	NA;27.0712400029453	1
10_114938934_114942070	3136	noRNA	SLK	14.15584	0
10_114959146_114977265	18119	noRNA	VTI1A;ZDHHC6	11.022303;37.086482	1
10_115014522_115027781	13259	noRNA	RP11-57H14.2;TCF7L2;HABP2	NA;27.0712400029453;0.033964800156549	0
10_115151966_115153975	2009	noRNA	RP11-57H14.2;TCF7L2	NA;27.0712400029453	0
10_115199533_115203405	3872	RNA	RP11-25C19.3	NA	1
10_115210580_115222077	11497	RNA	RP11-25C19.3	NA	1
10_115224189_115238094	13905	RNA	ACSL5	0.0307176	0
10_115317920_115319263	1343	noRNA	RP11-57H14.2;TCF7L2	NA;27.0712400029453	1
10_11533432_11535000	1568	noRNA	PFKFB3	50.360976	0
10_11536247_11540687	4440	RNA	RNU6-1095P	NA	1
10_11540688_11543712	3024	RNA	ECHDC3	0.241027	0
10_115434951_115446562	11611	noRNA	RNU6-709P	NA	1
10_115457125_115470219	13094	noRNA	RNU6-709P	NA	1
10_115473595_115476977	3382	noRNA	RNU6-709P	NA	0
10_115530494_115532906	2412	noRNA	C10orf118;MIR2110	NA;NA	0
10_115554487_115558761	4274	noRNA	RNU6-709P	NA	0
10_115558868_115560467	1599	noRNA	RNU6-709P	NA	1
10_115596213_115601101	4888	noRNA	RNU6-709P	NA	0
10_11560630_11563809	3179	noRNA	DHTKD1	26.85039	0
10_11563810_11567361	3551	noRNA	RP11-138I18.1;USP6NL	NA;15.074135	0
10_115644907_115653468	8561	RNA	RNU6-709P	NA	0
10_115655299_115657439	2140	noRNA	RNU6-709P	NA	0
10_11567362_11571507	4145	noRNA	ECHDC3	0.241027	0
10_11576559_11588758	12199	RNA	ECHDC3;RP11-563J2.2	0.241027;NA	0
10_115819938_115821908	1970	RNA	DCLRE1A;NHLRC2	11.78464;5.65806	0
10_115874041_115876600	2559	noRNA	PLEKHS1	0.0396061	0
10_115884714_115894630	9916	noRNA	PLEKHS1	0.0396061	0
10_115904105_115905917	1812	noRNA	CASP7;RP11-211N11.5	2.6051870212686;NA	0
10_115963079_115966807	3728	noRNA	LIPF	0	0
10_115976344_115980816	4472	noRNA	CASP7;RP11-211N11.5	2.6051870212686;NA	0
10_116004401_116017782	13381	RNA	C10orf118;MIR2110	NA;NA	0
10_116049536_116055790	6254	RNA	ABLIM1	36.779847	0
10_116059165_116061448	2283	RNA	ABLIM1	36.779847	1
10_116061449_116064481	3032	noRNA	AFAP1L2;ABLIM1;snoU13;ABLIM1	1.513596;36.779847;NA;36.779847	1
10_116064482_116068014	3532	RNA	AFAP1L2;ABLIM1	1.513596;36.779847	1
10_116094599_116101713	7114	RNA	KIAA1598	NA	0
10_116132335_116135105	2770	noRNA	NA	NA	0
10_11614619_11622188	7569	noRNA	RP11-138I18.1;USP6NL	NA;15.074135	0
10_116184251_116190517	6266	RNA	ABLIM1	36.779847	1
10_116302731_116307738	5007	noRNA	ABLIM1	36.779847	0
10_116395030_116400601	5571	noRNA	C10orf82;RP11-498B4.5	10.174472;NA	0
10_116486170_116498979	12809	RNA	PNLIPRP1	0.5471329	0
10_116634817_116636419	1602	noRNA	ATRNL1	6.826679	1
10_116638098_116640622	2524	noRNA	ATRNL1	6.826679	1
10_116640999_116643304	2305	RNA	ATRNL1	6.826679	0
10_116834476_116844660	10184	noRNA	ENO4;RP11-539I5.1	1.196970705;NA	0
10_116874175_116882340	8165	RNA	ADIRF-AS1;MMRN2;SNCG	NA;1.677644;8.623985	0
10_117181116_117183459	2343	noRNA	CCDC172	4.01128	0
10_117268169_117274973	6804	noRNA	GFRA1	2.4213050197179	0
10_11729069_11739028	9959	RNA	RP11-563J2.2	NA	0
10_117461845_117469699	7854	noRNA	NA	NA	1
10_117518009_117521456	3447	noRNA	CCDC172	4.01128	0
10_117538675_117545577	6902	RNA	GFRA1	2.4213050197179	0
10_117553492_117556650	3158	noRNA	GFRA1	2.4213050197179	0
10_117566072_117570574	4502	noRNA	NA;GFRA1;CCDC172	NA;2.4213050197179;4.01128	0
10_117625017_117626228	1211	noRNA	CCDC172	4.01128	0
10_117745781_117755818	10037	RNA	CCDC172	4.01128	0
10_11796833_11798239	1406	noRNA	ATP5C1;KIN	336.5371085;19.713499	0
10_11798240_11802310	4070	RNA	NA	NA	1
10_11802311_11807523	5212	noRNA	ITIH5	2.2685571	0
10_11825911_11836865	10954	RNA	PROSER2-AS1;RNU6-1095P	NA;NA	0
10_118351826_118357014	5188	noRNA	PNLIPRP1	0.5471329	0
10_118384519_118389957	5438	RNA	KIAA1598	NA	1
10_118404311_118408226	3915	noRNA	KIAA1598	NA	0
10_118439446_118440823	1377	noRNA	KIAA1598	NA	0
10_118458699_118459837	1138	noRNA	KCNK18;RP11-501J20.3	0;NA	0
10_118523328_118531528	8200	RNA	PNLIPRP2	0.0731069	1
10_118531529_118536002	4473	noRNA	VAX1	0	0
10_118539179_118550729	11550	noRNA	VAX1	0	1
10_118550814_118551418	604	noRNA	VAX1	0	0
10_118560058_118561296	1238	noRNA	PNLIPRP3;KIAA1598	0;NA	0
10_118561297_118563907	2610	noRNA	KIAA1598;VAX1;KCNK18;RP11-501J20.3	NA;0;0;NA	1
10_118575331_118576106	775	noRNA	KIAA1598	NA	0
10_118576107_118581748	5641	RNA	VAX1	0	0
10_118582556_118587257	4701	RNA	KIAA1598;VAX1	NA;0	1
10_118587816_118590807	2991	RNA	KIAA1598	NA	0
10_118590808_118599865	9057	RNA	VAX1	0	1
10_118600225_118604836	4611	noRNA	KIAA1598	NA	1
10_118635402_118644257	8855	RNA	KIAA1598	NA	0
10_118860771_118862472	1701	noRNA	ENO4;RP11-539I5.1	1.196970705;NA	0
10_118888283_118889210	927	noRNA	ENO4;RP11-539I5.1	1.196970705;NA	0
10_118900348_118901747	1399	noRNA	RP11-129J12.2	NA	0
10_118904807_118910550	5743	RNA	C10orf82;RP11-498B4.5;HSPA12A	10.174472;NA;3.128523	0
10_118917578_118918390	812	RNA	ENO4;RP11-539I5.1	1.196970705;NA	0
10_118918391_118922152	3761	RNA	PNLIPRP2;C10orf82;RP11-498B4.5;HSPA12A;ENO4;RP11-539I5.1;EMX2;EMX2OS	0.0731069;10.174472;NA;3.128523;1.196970705;NA;0.0535486;NA	0
10_118922153_118923574	1421	noRNA	C10orf82;RP11-498B4.5;ENO4;RP11-539I5.1	10.174472;NA;1.196970705;NA	1
10_118923575_118929334	5759	RNA	PNLIP;C10orf82;RP11-498B4.5;HSPA12A;ENO4;RP11-539I5.1;KIAA1598;EMX2;EMX2OS	0;10.174472;NA;3.128523;1.196970705;NA;NA;0.0535486;NA	1
10_118929335_118935746	6411	noRNA	C10orf82;RP11-498B4.5;HSPA12A;ENO4;RP11-539I5.1	10.174472;NA;3.128523;1.196970705;NA	1
10_118935969_118944556	8587	noRNA	C10orf82;RP11-498B4.5;HSPA12A	10.174472;NA;3.128523	0
10_118946444_118948487	2043	noRNA	ENO4;RP11-539I5.1	1.196970705;NA	0
10_118967427_118968944	1517	noRNA	HSPA12A	3.128523	0
10_11898413_11906933	8520	noRNA	RNU6-1095P	NA	0
10_119059006_119067727	8721	RNA	RP11-34A14.3	NA	0
10_11909716_11914279	4563	RNA	PROSER2-AS1	NA	0
10_119221453_119223718	2265	noRNA	PNLIPRP2	0.0731069	1
10_119306875_119310002	3127	noRNA	BTRC;VAX1;RAB11FIP2;RP11-354M20.3	16.688714;0;11.90222;NA	0
10_119310784_119319834	9050	RNA	VAX1;RAB11FIP2;RP11-354M20.3;FAM204A	0;11.90222;NA;30.8219589	1
10_119479308_119480928	1620	noRNA	FAM204A	30.8219589	0
10_11965875_11974956	9081	RNA	ASB13;ANKRD16;FBXO18	7.960596;6.427584;26.635887	0
10_119683360_119688225	4865	noRNA	EMX2;EMX2OS	0.0535486;NA	0
10_11979347_11985674	6327	noRNA	PROSER2	6.090739	0
10_119998347_119999503	1156	noRNA	CTA-109P11.1	NA	0
10_119999813_120003482	3669	RNA	RAB11FIP2;RP11-354M20.3;CASC2;RAB11FIP2;RP11-354M20.3	11.90222;NA;NA;11.90222;NA	1
10_120004138_120009271	5133	RNA	CTA-109P11.1	NA	0
10_120010403_120013668	3265	noRNA	CTA-109P11.1	NA	0
10_120013669_120016392	2723	RNA	EMX2;EMX2OS;CTA-109P11.1	0.0535486;NA;NA	0
10_120016393_120019139	2746	noRNA	EMX2;EMX2OS	0.0535486;NA	1
10_120019140_120019846	706	noRNA	EMX2;EMX2OS	0.0535486;NA	0
10_12012012_12016746	4734	noRNA	PROSER2	6.090739	0
10_120144073_120148065	3992	noRNA	HHEX	0.828312	0
10_120198410_120203104	4694	RNA	CTA-109P11.1	NA	0
10_12020888_12025884	4996	noRNA	ECHDC3;PROSER2-AS1	0.241027;NA	0
10_120213910_120218036	4126	noRNA	EMX2;EMX2OS	0.0535486;NA	0
10_120218037_120235740	17703	noRNA	EMX2;EMX2OS	0.0535486;NA	1
10_120700679_120709267	8588	noRNA	EIF3A;SNORA19	182.357062;NA	0
10_120709939_120719143	9204	RNA	PRLHR	0.0257646	0
10_12071487_12075974	4487	noRNA	PROSER2-AS1	NA	0
10_120774524_120781998	7474	RNA	PRLHR	0.0257646	0
10_120783815_120799266	15451	noRNA	EIF3A;SNORA19	182.357062;NA	1
10_120799415_120805018	5603	noRNA	EIF3A;SNORA19;SNORA19	182.357062;NA;NA	0
10_120805019_120807085	2066	noRNA	EIF3A;SNORA19;SNORA19	182.357062;NA;NA	0
10_120807086_120811819	4733	noRNA	CACUL1;EIF3A;SNORA19;SNORA19;EIF3A;FAM45A	13.965058;182.357062;NA;NA;182.357062;30.0988850312689	0
10_120826894_120837395	10501	noRNA	SNORA19	NA	0
10_120853953_120860335	6382	RNA	EIF3A;SNORA19	182.357062;NA	0
10_12087024_12088494	1470	RNA	ATP5C1;KIN	336.5371085;19.713499	0
10_120873324_120875776	2452	noRNA	EIF3A;SNORA19;SFXN4	182.357062;NA;30.7619100042289	0
10_120909687_120920440	10753	RNA	EIF3A;SNORA19	182.357062;NA	0
10_120943511_120947038	3527	noRNA	RGS10;NA	6.3441218;NA	0
10_120947039_120962760	15721	noRNA	RGS10	6.3441218	1
10_120971543_120979859	8316	RNA	RGS10;BAG3	6.3441218;14.809072	0
10_120979860_120982138	2278	RNA	RP11-79M19.2	NA	0
10_120982139_120984308	2169	noRNA	RGS10	6.3441218	0
10_121065878_121079457	13579	RNA	GRK5;GRK5-IT1;RGS10	1.0563676;NA;6.3441218	1
10_121105456_121111524	6068	noRNA	GRK5;GRK5-IT1	1.0563676;NA	0
10_121152467_121161583	9116	RNA	EIF3A;SNORA19;GRK5;GRK5-IT1	182.357062;NA;1.0563676;NA	1
10_121171318_121181921	10603	RNA	PRDX3	261.918413	1
10_121181922_121183630	1708	noRNA	GRK5;GRK5-IT1	1.0563676;NA	1
10_121185886_121189620	3734	RNA	SFXN4	30.7619100042289	0
10_121192047_121219056	27009	RNA	GRK5;GRK5-IT1	1.0563676;NA	1
10_121223920_121235762	11842	RNA	EIF3A;SFXN4;GRK5;GRK5-IT1	182.357062;30.7619100042289;1.0563676;NA	0
10_121235763_121237663	1900	noRNA	PRDX3	261.918413	0
10_121237664_121240605	2941	noRNA	PRDX3;GRK5;GRK5-IT1	261.918413;1.0563676;NA	0
10_121245559_121248432	2873	noRNA	FAM45A	30.0988850312689	0
10_121248433_121253872	5439	RNA	FAM45A	30.0988850312689	1
10_121270825_121274844	4019	noRNA	SFXN4;RGS10	30.7619100042289;6.3441218	0
10_121277352_121285425	8073	noRNA	FAM45A	30.0988850312689	0
10_121315208_121322022	6814	RNA	SNORA19;PRDX3;RGS10	NA;261.918413;6.3441218	0
10_121323007_121329251	6244	noRNA	SFXN4	30.7619100042289	0
10_121336533_121342184	5651	noRNA	SNORA19	NA	0
10_121349553_121353084	3531	noRNA	EIF3A;SNORA19;ZRANB1	182.357062;NA;8.91913	0
10_121353085_121355183	2098	noRNA	EIF3A;SNORA19;FAM45A	182.357062;NA;30.0988850312689	0
10_121387313_121392640	5327	RNA	INPP5F	9.563856	0
10_121416238_121431200	14962	RNA	INPP5F	9.563856	0
10_121443162_121446994	3832	RNA	MCMBP;MCMBP;SEC23IP	77.633371;77.633371;74.14753	1
10_121475926_121484054	8128	noRNA	RGS10	6.3441218	0
10_121550083_121557733	7650	RNA	NA	NA	0
10_121572058_121582399	10341	RNA	NA;BAG3	NA;14.809072	1
10_121584073_121591318	7245	RNA	TIAL1;BAG3	106.806106;14.809072	0
10_121597365_121598594	1229	noRNA	NA	NA	0
10_121609033_121616770	7737	RNA	RGS10;TIAL1;INPP5F	6.3441218;106.806106;9.563856	0
10_121619304_121624237	4933	RNA	NA;TIAL1;BAG3	NA;106.806106;14.809072	0
10_121625147_121627589	2442	noRNA	TIAL1;BAG3;INPP5F	106.806106;14.809072;9.563856	0
10_121682547_121693839	11292	noRNA	BAG3	14.809072	1
10_12172558_12173411	853	RNA	PHYH	12.011601	1
10_12194417_12203857	9440	noRNA	DHTKD1;IL15RA	26.85039;1.413738	0
10_12204050_12208152	4102	noRNA	DHTKD1	26.85039	0
10_12208153_12211820	3667	noRNA	DHTKD1	26.85039	0
10_12212135_12215061	2926	noRNA	RNU6-1095P	NA	0
10_12215062_12220928	5866	noRNA	DHTKD1	26.85039	0
10_122294609_122299055	4446	noRNA	SFXN4	30.7619100042289	0
10_12245678_12254286	8608	noRNA	CCDC3;OPTN	1.6582324;7.1943498	0
10_122517196_122517806	610	noRNA	PPAPDC1A	NA	0
